f1,acc,meanprec,meanrec
0.7631666813090181,0.9137931034482759,0.7372479838709678,0.7909741773378137
0.8987857167486939,0.9540229885057471,0.8712645939918666,0.9281022008294736
0.7730124213300452,0.8850574712643678,0.8150875170317577,0.7350679623406895
0.8823783214672863,0.9425287356321839,0.8584325396825397,0.9076983622438168
0.7951286580542903,0.9364161849710982,0.7903102177208212,0.800006213881812
0.7901106800955939,0.9302325581395349,0.7868217054263565,0.7934272665133909
0.892123893564603,0.9476744186046512,0.894152056037302,0.8901049110379254
0.815461028364908,0.9476744186046512,0.8335002903600465,0.7981860643343897
0.8240280292760505,0.9244186046511628,0.829059829059829,0.8190569398703371
0.8059741818975013,0.9064327485380117,0.8320728291316527,0.781462954907931
