f1,acc,meanprec,meanrec
0.779833836858006,0.8051948051948052,0.7954545454545454,0.7648148148148148
0.7360037609031351,0.7662337662337663,0.7459742351046699,0.7262962962962962
0.7062721317953161,0.7402597402597403,0.7149758454106281,0.6977777777777778
0.7718518518518518,0.7922077922077922,0.7718518518518518,0.7718518518518518
0.7062721317953161,0.7402597402597403,0.7149758454106281,0.6977777777777778
0.7320490829622224,0.7662337662337663,0.7563520871143375,0.7092592592592593
0.7946256771968349,0.8181818181818182,0.8154761904761905,0.7748148148148148
0.6521169955984666,0.6883116883116883,0.655,0.6492592592592592
0.7920705174893086,0.8157894736842105,0.7980769230769231,0.7861538461538462
0.7025718225937194,0.7368421052631579,0.7067307692307692,0.6984615384615385
