f1,acc,meanprec,meanrec
0.8002773705654705,0.9252873563218391,0.7699441056910569,0.8330987194623559
0.8841545544060389,0.9597701149425287,0.8721254355400696,0.8965201465201466
0.877598890929084,0.9310344827586207,0.8854166666666666,0.8699179608270518
0.8381950577730429,0.9367816091954023,0.8145127118644068,0.863295795113977
0.8035569577184918,0.9479768786127167,0.7985264227642276,0.8086512769527123
0.8317000965341205,0.936046511627907,0.8357370020160719,0.8277020029412374
0.9614808747424279,0.9476744186046512,0.9596153846153846,0.9633536320139191
0.8572457100559709,0.9476744186046512,0.8535539215686275,0.8609695726920608
0.8497187400154115,0.9476744186046512,0.8587662337662338,0.8408598976780794
0.8653727939562612,0.9298245614035088,0.944116489571035,0.7987530810497318
