f1,acc,meanprec,meanrec
0.744438903560025,0.9080459770114943,0.7339236111111112,0.755259891623528
0.8841545544060389,0.9597701149425287,0.8721254355400696,0.8965201465201466
0.8710109561550469,0.9252873563218391,0.8831896551724138,0.8591635637090183
0.8337370987753003,0.9310344827586207,0.811806453350571,0.8568855387037205
0.8209374459979281,0.9421965317919075,0.8109179197994988,0.831207667930156
0.8561747766103333,0.9418604651162791,0.8490537240537241,0.8634162886555231
0.9407160321826624,0.9418604651162791,0.9541666666666666,0.9276393462996334
0.884676492459181,0.9593023255813954,0.8710369674185464,0.8987499741088258
0.8484831329142999,0.9476744186046512,0.8609765940274414,0.8363470660121377
0.8778601322244084,0.9181286549707602,0.9377049180327869,0.825195737277077
