f1,acc,meanprec,meanrec
0.8476018248325182,0.8611111111111112,0.8541666666666667,0.8411371237458194
0.8784255107125063,0.8888888888888888,0.8945454545454545,0.8628762541806021
0.9702725020644097,0.9722222222222222,0.9791666666666667,0.9615384615384616
0.8193979933110368,0.8333333333333334,0.8193979933110368,0.8193979933110368
0.8525990028081838,0.8611111111111112,0.8474025974025974,0.8578595317725752
0.8154001683378467,0.8285714285714286,0.8482905982905983,0.784965034965035
0.7669572846411141,0.7941176470588235,0.788888888888889,0.7462121212121212
0.937037037037037,0.9411764705882353,0.9583333333333333,0.9166666666666667
0.8788629647869983,0.8823529411764706,0.8678571428571429,0.8901515151515151
0.9413793103448277,0.9411764705882353,0.9285714285714286,0.9545454545454546
