f1,acc,meanprec,meanrec
0.795461445051609,0.8181818181818182,0.8079710144927537,0.7833333333333333
0.726843643194047,0.7532467532467533,0.7288838612368025,0.7248148148148148
0.7171427148555104,0.7532467532467533,0.7359649122807017,0.6992592592592592
0.7843942530724797,0.8051948051948052,0.7869532428355958,0.7818518518518518
0.7556189867858996,0.7792207792207793,0.7579185520361991,0.7533333333333333
0.7522460388323888,0.7792207792207793,0.7598270440251573,0.7448148148148148
0.7317753445552105,0.7662337662337663,0.7656862745098039,0.7007407407407408
0.6980682127366719,0.7272727272727273,0.6998491704374057,0.6962962962962963
0.7493360707708101,0.7763157894736842,0.7517647058823529,0.7469230769230769
0.7076923076923077,0.7368421052631579,0.7076923076923077,0.7076923076923077
