f1,acc,meanprec,meanrec
0.9125506072874493,0.9166666666666666,0.9423076923076923,0.8846153846153846
0.939799331103679,0.9444444444444444,0.939799331103679,0.939799331103679
1.0,1.0,1.0,1.0
0.8795986622073578,0.8888888888888888,0.8795986622073578,0.8795986622073578
0.939799331103679,0.9444444444444444,0.939799331103679,0.939799331103679
0.8829431438127091,0.8857142857142857,0.9230769230769231,0.8461538461538461
0.90633608815427,0.9117647058823529,0.94,0.875
1.0,1.0,1.0,1.0
0.9060219746564067,0.9117647058823529,0.8992673992673992,0.9128787878787878
0.9060219746564067,0.9117647058823529,0.8992673992673992,0.9128787878787878
