f1,acc,meanprec,meanrec
0.8916666666666666,0.8947368421052632,0.8916666666666666,0.8916666666666666
0.9523809523809524,0.9444444444444444,0.9523809523809524,0.9523809523809524
0.9483960948396096,0.9444444444444444,0.9444444444444445,0.9523809523809524
0.9456681350954478,0.9444444444444444,0.9583333333333334,0.9333333333333332
0.9523809523809524,0.9444444444444444,0.9523809523809524,0.9523809523809524
0.9523809523809524,0.9444444444444444,0.9523809523809524,0.9523809523809524
1.0,1.0,1.0,1.0
0.9483960948396096,0.9444444444444444,0.9444444444444445,0.9523809523809524
1.0,1.0,1.0,1.0
0.9483960948396096,0.9375,0.9444444444444445,0.9523809523809524
