f1,acc,meanprec,meanrec
0.9633838383838385,0.9655172413793104,0.9633838383838385,0.9633838383838385
0.9640198511166254,0.9655172413793104,0.9736842105263157,0.9545454545454546
1.0,1.0,1.0,1.0
0.9643080776455856,0.9649122807017544,0.9565217391304348,0.9722222222222222
0.9623015873015872,0.9649122807017544,0.9623015873015872,0.9623015873015872
0.9056571102312825,0.9122807017543859,0.920940170940171,0.8908730158730158
0.9643080776455856,0.9649122807017544,0.9565217391304348,0.9722222222222222
0.9619047619047618,0.9642857142857143,0.9619047619047618,0.9619047619047618
0.9236184442097852,0.9285714285714286,0.9331436699857752,0.9142857142857143
0.8846695657499846,0.8928571428571429,0.8933143669985775,0.8761904761904762
