f1,acc,meanprec,meanrec
0.9633838383838385,0.9655172413793104,0.9633838383838385,0.9633838383838385
0.9818579918673757,0.9827586206896551,0.9864864864864865,0.9772727272727273
0.9813114754098361,0.9824561403508771,0.9864864864864865,0.9761904761904762
0.9432086938724458,0.9473684210526315,0.9479729729729729,0.9384920634920635
0.9432086938724458,0.9473684210526315,0.9479729729729729,0.9384920634920635
0.9243434058175657,0.9298245614035088,0.9342105263157894,0.9146825396825397
0.9816720257234727,0.9824561403508771,0.9772727272727273,0.9861111111111112
0.9811257162116616,0.9821428571428571,0.9861111111111112,0.9761904761904762
0.9625668449197862,0.9642857142857143,0.972972972972973,0.9523809523809523
0.9238095238095239,0.9285714285714286,0.9238095238095239,0.9238095238095239
