f1,acc,meanprec,meanrec
0.8211162054847432,0.9252873563218391,0.7836021505376345,0.8624027487663852
0.8973146364911997,0.9655172413793104,0.8917682926829268,0.9029304029304029
0.8710109561550469,0.9252873563218391,0.8831896551724138,0.8591635637090183
0.8292723331811768,0.9252873563218391,0.8091008771929824,0.8504752822934641
0.8209374459979281,0.9421965317919075,0.8109179197994988,0.831207667930156
0.8792515797668333,0.9476744186046512,0.860232585842342,0.8991305743698088
0.9654197477163984,0.9534883720930233,0.9654197477163984,0.9654197477163984
0.8611037305169783,0.9534883720930233,0.859180402930403,0.8630356883945401
0.8521604516887279,0.9534883720930233,0.8663660586185693,0.8384131817146172
0.9019427386766325,0.9239766081871345,0.945346556233653,0.862349572277802
