f1,acc,meanprec,meanrec
0.9125506072874493,0.9166666666666666,0.9423076923076923,0.8846153846153846
0.9119112682848417,0.9166666666666666,0.9058441558441559,0.9180602006688963
0.9702725020644097,0.9722222222222222,0.9791666666666667,0.9615384615384616
0.8156694392272605,0.8333333333333334,0.8290909090909091,0.8026755852842808
0.9411764705882353,0.9444444444444444,0.96,0.9230769230769231
0.8829431438127091,0.8857142857142857,0.9230769230769231,0.8461538461538461
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
0.8695297191378184,0.8823529411764706,0.8875,0.8522727272727273
0.8788629647869983,0.8823529411764706,0.8678571428571429,0.8901515151515151
