f1,acc,meanprec,meanrec
0.7718518518518518,0.7922077922077922,0.7718518518518518,0.7718518518518518
0.6468020173521792,0.6883116883116883,0.6529790660225443,0.6407407407407407
0.6465907994985052,0.6753246753246753,0.6454081632653061,0.6477777777777778
0.7645745302140231,0.7792207792207793,0.7588652482269503,0.7703703703703704
0.6593459614010007,0.7012987012987013,0.6681818181818182,0.6507407407407407
0.6918633135744243,0.7142857142857143,0.6889367816091954,0.6948148148148148
0.575954620848708,0.6233766233766234,0.5782232704402516,0.5737037037037037
0.6292134831460675,0.6753246753246753,0.6363636363636364,0.6222222222222222
0.666993994343464,0.6973684210526315,0.6655328798185941,0.6684615384615384
0.732405175779935,0.7631578947368421,0.7371794871794872,0.7276923076923076
