f1,acc,meanprec,meanrec
0.9633838383838385,0.9655172413793104,0.9633838383838385,0.9633838383838385
0.9633838383838385,0.9655172413793104,0.9633838383838385,0.9633838383838385
0.8901796707556203,0.8947368421052632,0.8836317135549872,0.8968253968253967
0.9643080776455856,0.9649122807017544,0.9565217391304348,0.9722222222222222
0.9816720257234727,0.9824561403508771,0.9772727272727273,0.9861111111111112
0.9243434058175657,0.9298245614035088,0.9342105263157894,0.9146825396825397
0.9816720257234727,0.9824561403508771,0.9772727272727273,0.9861111111111112
0.9238095238095239,0.9285714285714286,0.9238095238095239,0.9238095238095239
0.8861290688442781,0.8928571428571429,0.9064856711915535,0.8666666666666667
0.8889453477868111,0.8928571428571429,0.8827404479578393,0.8952380952380952
