f1,acc,meanprec,meanrec
0.7510561444077506,0.8908045977011494,0.7333147321428571,0.7696772924045651
0.8798539759118837,0.9425287356321839,0.8738143631436315,0.8859776587049315
0.8240808812892276,0.9137931034482759,0.8267963792459874,0.8213831622922532
0.8158165963099833,0.9080459770114943,0.8009509291521486,0.8312445130626949
0.7575093512327103,0.9017341040462428,0.7458319866408101,0.7695581930031692
0.8504633607391229,0.9244186046511628,0.8173668182083115,0.8863532798939497
0.9624322419659938,0.9476744186046512,0.9570587019429516,0.9678664636798608
0.884676492459181,0.9593023255813954,0.8710369674185464,0.8987499741088258
0.8449213494859817,0.9418604651162791,0.855836669790158,0.8342809503096584
0.8643284351336753,0.9181286549707602,0.8778067226890757,0.8512577932434392
