f1,acc,meanprec,meanrec
0.9125506072874493,0.9166666666666666,0.9423076923076923,0.8846153846153846
0.9702725020644097,0.9722222222222222,0.9791666666666667,0.9615384615384616
1.0,1.0,1.0,1.0
0.8795986622073578,0.8888888888888888,0.8795986622073578,0.8795986622073578
0.8784255107125063,0.8888888888888888,0.8945454545454545,0.8628762541806021
0.8829431438127091,0.8857142857142857,0.9230769230769231,0.8461538461538461
0.937037037037037,0.9411764705882353,0.9583333333333333,0.9166666666666667
1.0,1.0,1.0,1.0
0.9024220305242203,0.9117647058823529,0.9110671936758893,0.893939393939394
0.9060219746564067,0.9117647058823529,0.8992673992673992,0.9128787878787878
