f1,acc,meanprec,meanrec
0.7791880160297266,0.8051948051948052,0.8035087719298246,0.7562962962962962
0.7228671867196386,0.7532467532467533,0.729559748427673,0.7162962962962962
0.7195972495088407,0.7532467532467533,0.7318181818181818,0.7077777777777778
0.7597466553582666,0.7792207792207793,0.7576530612244898,0.7618518518518518
0.7062721317953161,0.7402597402597403,0.7149758454106281,0.6977777777777778
0.7029818275292399,0.7402597402597403,0.7172619047619048,0.6892592592592592
0.7799301856627542,0.8051948051948052,0.8149717514124294,0.7477777777777778
0.6862962962962963,0.7142857142857143,0.6862962962962963,0.6862962962962963
0.8246153846153845,0.8421052631578947,0.8246153846153846,0.8246153846153846
0.666993994343464,0.6973684210526315,0.6655328798185941,0.6684615384615384
